P0	P10	P20	P30	P40	P60	P90	P120	fit.cluster
YIL018W	0	0	0	0	0	0	0	0	5
YIL019W	0	0	0	0	0	0	0	0	5
YIL020C	0	0	0	0	0	0	0	0	5
YIL022W	0	0	0	0	0	0	0	0	5
YIL023C	0	0	0	0	0	0	0	0	5
YIL024C	0	0	0	0	0	0	0	0	5
YIL025C	0	0	0	0	0	0	0	0	5
YIL026C	0	0	0	0	0	0	0	0	5
YIL027C	0	0	0	0	0	0	0	0	5
YIL028W	0	0	0	0	0	0	0	0	5
YIL029C	0	0	0	0	0	0	0	0	5
YIL030C	0	0	0	0	0	0	0	0	5
YIL032C	0	0	0	0	0	0	0	0	5
YIL033C	0	0	0	0	35	0	0	0	5
YIL034C	0	0	0	0	0	0	0	0	5
YIL035C	0	0	0	0	0	0	0	0	5
YIL036W	0	0	51	0	0	0	0	0	5
YIL037C	0	0	0	0	0	0	0	0	5
YIL038C	0	0	0	0	0	0	0	0	5
YIL039W	0	0	0	0	0	0	0	0	5
YIL040W	0	0	0	0	0	0	0	0	5
YIL042C	0	0	0	0	0	0	0	0	5
YIL043C	0	0	0	0	0	0	0	0	5
YIL044C	0	0	0	0	0	0	0	0	5
YIL045W	0	0	0	0	0	0	17	0	5
YIL047C	0	0	0	0	0	0	0	0	5
YIL048W	0	0	0	0	0	0	0	0	5
YIL049W	0	0	0	0	0	0	0	0	5
YIL050W	0	0	0	0	0	0	0	0	5
YIL052C	0	0	0	0	0	0	0	0	5
YIL054W	0	0	0	0	0	0	0	0	5
YIL055C	0	0	0	0	0	0	0	0	5
YIL056W	0	0	0	0	0	0	0	0	5
YIL057C	0	0	0	0	0	0	0	0	5
YIL058W	0	0	0	0	0	0	0	0	5
YIL059C	0	0	0	0	0	0	0	0	5
YIL060W	0	0	0	0	0	0	0	0	5
YIL061C	0	0	0	0	0	0	0	0	5
YIL064W	0	0	0	0	0	0	0	0	5
YIL065C	0	0	0	0	0	0	0	0	5
YIL066C	0	0	0	0	0	0	0	0	5
YIL067C	0	0	0	0	0	0	0	0	5
YIL068C	0	0	0	0	0	0	0	0	5
YIL069C	0	0	0	0	0	0	0	0	5
YIL070C	0	0	0	0	0	0	0	0	5
YIL071C	0	0	0	0	0	0	0	0	5
YIL072W	0	0	0	0	0	0	0	0	5
YIL073C	0	0	0	0	0	0	0	0	5
YIL074C	0	0	0	0	0	0	0	408	5
YIL075C	0	0	0	0	0	0	0	0	5
YIL076W	0	0	0	0	0	0	0	0	5
YIL079C	0	0	0	0	0	0	0	0	5
YIL080W	0	0	0	0	0	0	29	23	5
YIL082W	0	0	0	0	0	0	0	0	5
YIL082W-A	0	0	0	0	0	0	0	0	5
YIL084C	0	0	0	0	16	0	0	0	5
YIL085C	0	0	0	0	0	0	0	0	5
YIL086C	0	0	0	0	0	0	0	0	5
YIL087C	0	0	0	0	0	0	0	0	5
YIL088C	0	0	0	0	0	0	0	0	5
YIL089W	0	0	0	0	0	0	0	0	5
YIL090W	0	0	0	0	0	0	0	0	5
YIL091C	0	0	0	0	0	0	0	34	5
YIL093C	0	0	0	0	0	0	0	0	5
YIL094C	0	0	0	0	0	0	0	0	5
YIL095W	0	0	0	7	0	0	0	0	5
YIL096C	0	0	0	0	0	0	0	0	5
YIL097W	0	0	0	0	0	0	0	0	5
YIL098C	0	0	0	0	0	0	0	0	5
YIL099W	0	0	0	0	0	0	0	0	5
YIL100W	0	0	0	0	0	0	0	0	5
YIL101C	0	0	0	0	0	0	0	0	5
YIL102C	0	0	0	0	0	0	0	0	5
YIL103W	35	0	0	0	0	0	0	0	5
YIL104C	0	0	0	0	0	0	0	0	5
YIL105C	0	0	0	0	0	0	0	0	5
YIL106W	0	0	0	0	0	0	0	0	5
YIL107C	0	0	0	0	0	15	0	0	5
YIL108W	0	0	0	0	0	0	0	42	5
YIL109C	0	0	0	0	0	0	0	0	5
YIL111W	0	0	0	0	0	0	0	0	5
YIL112W	0	0	0	0	0	0	0	0	5
YIL113W	0	0	0	0	0	0	0	0	5
YIL114C	0	0	0	0	0	0	0	0	5
YIL116W	0	0	0	0	0	0	0	0	5
YIL117C	0	0	0	0	0	337	0	0	5
YIL118W	0	0	0	0	0	0	0	0	5
YIL119C	0	0	0	0	0	0	0	0	5
YIL120W	0	0	0	0	0	0	65	0	5
YIL121W	0	0	0	0	0	0	0	0	5
YIL122W	0	0	0	0	0	0	0	0	5
YIL123W	0	0	0	0	0	0	0	0	5
YIL124W	0	0	0	0	0	0	0	0	5
YIL127C	0	0	0	0	0	0	0	0	5
YIL128W	0	0	0	0	0	0	0	0	5
YIL130W	0	0	0	0	0	0	0	0	5
YIL131C	0	0	0	0	0	0	0	0	5
YIL132C	0	0	0	0	0	0	0	0	5
YIL134W	0	0	0	0	0	0	0	0	5
YIL135C	0	0	0	0	0	0	0	0	5
YIL136W	0	0	0	0	0	0	0	0	5
YIL139C	0	0	0	0	0	0	0	0	5
YIL140W	0	0	0	0	0	0	0	0	5
YIL141W	0	0	0	0	0	0	0	0	5
YIL142W	0	0	147	0	0	0	0	0	5
YIL143C	0	0	0	0	0	0	0	0	5
YIL144W	0	0	0	0	0	35	0	0	5
YIL145C	0	55	0	0	0	274	0	0	5
YIL146C	0	0	0	0	0	0	0	0	5
YIL147C	0	0	0	0	0	0	0	15	5
YIL148W	0	0	0	0	0	0	0	0	5
YIL150C	0	0	0	0	0	0	0	0	5
YIL152W	122	0	0	0	0	0	0	0	5
YIL153W	0	0	0	0	0	0	0	0	5
YIL154C	0	0	0	0	0	0	0	0	5
YIL155C	0	0	0	0	0	0	0	0	5
YIL156W	31	4	0	0	10	15	0	0	5
YIL156W-A	0	0	0	0	0	0	149	0	5
YIL157C	0	0	0	0	0	0	0	0	5
YIL158W	0	0	0	0	0	0	0	0	5
YIL160C	0	0	0	0	0	0	0	0	5
YIL161W	0	0	0	0	0	0	0	0	5
YIL162W	0	0	0	0	0	0	0	0	5
YIL163C	0	0	0	0	0	0	0	0	5
YIL164C	0	0	0	0	0	0	0	0	5
YIL165C	0	0	0	0	0	0	0	0	5
YIL166C	0	0	0	0	0	0	0	0	5
YIL167W	0	0	0	0	0	0	0	0	5
YIL168W	0	0	0	0	0	0	0	0	5
YIL169C	48	0	0	0	0	0	0	0	5
YIL170W	0	0	0	0	42	0	0	0	5
YIL171W	0	0	0	0	0	0	0	0	5
YIL172C	0	0	0	0	0	0	0	0	5
YIL173W	0	0	17	0	0	0	0	0	5
YIL174W	0	0	0	0	0	0	0	0	5
YIL175W	0	0	0	0	0	0	0	0	5
YIL176C	0	0	0	0	0	0	0	0	5
YIL177C	0	124	0	0	0	38	0	0	5
YIR001C	0	0	0	0	0	0	0	0	5
YIR002C	0	0	0	0	0	0	0	0	5
YIR003W	0	0	0	0	0	0	0	0	5
YIR004W	0	0	0	0	0	0	0	0	5
YIR005W	0	0	0	0	0	0	0	0	5
YIR008C	0	0	0	0	0	0	0	0	5
YIR009W	0	0	0	0	0	0	0	0	5
YIR010W	0	0	0	0	0	0	0	0	5
YIR011C	0	0	0	0	0	0	0	0	5
YIR012W	0	0	0	0	0	0	0	0	5
YIR013C	0	0	0	0	0	0	0	0	5
YIR014W	0	0	0	0	0	0	0	0	5
YIR015W	0	0	0	0	0	0	0	0	5
YIR016W	0	0	0	0	0	0	0	0	5
YIR017C	0	0	0	0	0	0	0	0	5
YIR018W	0	0	0	0	0	0	0	0	5
YIR019C	0	0	0	0	0	0	0	0	5
YIR020C	0	0	0	0	0	0	0	0	5
YIR021W	0	0	0	0	0	0	0	0	5
YIR022W	0	0	0	0	0	0	0	0	5
YIR023W	0	0	0	0	0	0	0	0	5
YIR024C	0	0	0	0	0	0	0	0	5
YIR025W	0	0	0	0	0	0	0	0	5
YIR026C	0	0	0	0	0	0	0	0	5
YIR027C	38	0	0	0	0	0	0	0	5
YIR028W	0	0	0	0	0	0	0	0	5
YIR029W	0	0	0	0	0	0	0	0	5
YIR030C	0	0	0	0	0	0	0	0	5
YIR031C	0	0	0	0	0	0	0	0	5
YIR032C	0	0	0	0	0	0	0	0	5
YIR033W	0	0	0	0	0	0	0	0	5
YIR035C	0	0	0	0	0	0	0	0	5
YIR036C	0	0	0	0	0	0	0	0	5
YIR038C	0	0	0	0	0	0	0	0	5
YIR039C	0	0	0	0	0	0	0	0	5
YIR040C	0	0	0	0	0	0	0	0	5
YIR041W	0	0	0	0	0	0	0	0	5
YIR042C	0	0	0	0	0	0	0	0	5
YIR043C	0	0	0	0	0	0	0	0	5
YIR044C	0	0	0	0	0	0	0	0	5
YJL001W	0	0	0	0	0	0	0	0	5
YJL002C	0	0	0	0	0	0	0	0	5
YJL003W	0	0	0	0	0	0	0	0	5
YJL004C	0	0	0	0	0	0	0	0	5
YJL006C	0	0	0	0	0	0	0	0	5
YJL007C	0	0	0	0	0	0	0	0	5
YJL008C	0	0	0	0	0	0	0	0	5
YJL009W	0	0	0	0	0	0	0	0	5
YJL010C	0	0	0	0	0	0	0	0	5
YJL011C	0	0	0	0	0	0	0	0	5
YJL012C	0	0	0	0	54	0	0	0	5
YJL013C	0	0	0	0	0	0	0	0	5
YJL014W	0	0	0	0	0	0	0	0	5
YJL015C	0	0	0	0	0	0	0	0	5
YJL017W	0	0	0	0	0	0	0	0	5
YJL018W	0	0	0	0	0	0	0	0	5
YJL019W	0	0	0	0	0	0	0	0	5
YJL021C	0	0	0	0	0	0	0	0	5
YJL022W	0	0	0	0	0	0	0	0	5
YJL023C	0	0	0	0	0	0	0	0	5
YJL024C	0	0	0	0	0	0	0	0	5
YJL025W	0	0	118	0	0	0	0	0	5
YJL026W	0	0	0	0	0	0	0	0	5
YJL027C	0	0	0	0	0	0	0	0	5
YJL028W	0	0	0	0	0	0	0	0	5
YJL029C	0	0	0	0	0	0	0	0	5
YJL030W	0	0	0	0	0	0	0	0	5
YJL031C	0	0	0	0	0	0	0	0	5
YJL032W	0	0	0	0	0	0	0	0	5
YJL035C	0	0	0	0	0	0	0	0	5
YJL036W	0	0	0	0	0	0	0	0	5
YJL037W	0	0	0	0	0	0	0	0	5
YJL038C	0	0	0	0	0	0	0	0	5
YJL039C	0	0	0	0	0	0	0	0	5
YJL043W	0	0	0	0	0	0	0	0	5
YJL044C	0	0	0	0	0	0	0	0	5
YJL045W	0	0	0	50	0	0	0	0	5
YJL046W	0	0	0	0	0	0	0	0	5
YJL047C	0	0	0	0	0	0	0	0	5
YJL048C	0	0	0	0	0	0	0	0	5
YJL050W	0	0	0	0	0	0	0	0	5
YJL051W	0	0	0	0	0	0	0	0	5
YJL053W	0	0	0	0	0	0	0	0	5
YJL054W	0	0	0	0	0	0	0	0	5
YJL055W	0	0	0	0	0	0	0	0	5
YJL056C	0	0	0	0	0	0	0	0	5
YJL058C	0	417	0	0	0	0	901	0	5
YJL059W	0	0	0	0	0	0	0	0	5
YJL060W	0	0	0	0	0	0	0	0	5
YJL061W	0	0	0	0	0	0	0	0	5
YJL063C	0	0	0	0	0	0	0	0	5
YJL064W	0	0	0	0	0	0	0	0	5
YJL065C	0	0	0	0	0	0	0	0	5
YJL066C	0	0	0	0	0	0	0	0	5
YJL067W	0	0	0	0	0	0	0	0	5
YJL069C	0	0	0	0	0	0	0	0	5
YJL070C	0	0	0	0	0	0	0	0	5
YJL071W	0	0	0	0	0	0	0	0	5
YJL072C	0	0	0	0	0	0	0	0	5
YJL073W	0	0	0	0	0	0	0	0	5
YJL074C	0	0	0	0	0	0	0	0	5
YJL075C	0	0	0	0	0	0	0	0	5
YJL077C	0	0	0	0	0	0	0	0	5
YJL078C	0	0	0	0	0	0	0	0	5
YJL079C	0	0	0	0	0	0	0	0	5
YJL081C	0	0	0	0	0	0	0	0	5
YJL082W	0	0	0	0	0	0	0	0	5
YJL084C	0	0	0	0	0	0	0	0	5
YJL085W	0	0	0	0	0	0	0	0	5
YJL086C	0	0	0	0	0	0	0	0	5
YJL087C	0	0	0	0	0	0	0	0	5
YJL088W	0	0	0	0	0	0	0	0	5
YJL089W	22	0	0	0	15	0	0	0	5
YJL090C	0	0	0	0	0	0	0	0	5
YJL091C	0	0	0	0	0	0	0	0	5
YJL093C	0	29	0	0	0	0	0	0	5
YJL094C	0	0	0	0	0	0	0	0	5
YJL096W	0	0	0	0	0	0	0	0	5
YJL097W	0	0	0	0	0	0	0	0	5
YJL098W	0	0	0	0	16	0	0	0	5
YJL099W	0	0	0	0	0	0	0	0	5
YJL100W	0	0	0	0	0	0	0	0	5
YJL101C	0	0	0	0	0	0	0	0	5
YJL102W	0	0	0	0	0	0	0	0	5
YJL103C	0	0	0	0	0	0	0	0	5
YJL104W	0	0	0	0	0	0	0	0	5
YJL105W	0	10	0	0	0	0	0	12	5
YJL106W	0	0	0	0	0	0	0	0	5
YJL107C	0	0	0	0	0	0	0	0	5
YJL108C	0	0	0	0	0	0	0	0	5
YJL110C	0	0	0	0	0	30	0	0	5
YJL111W	0	0	0	0	0	0	0	0	5
YJL113W	0	0	0	0	0	0	0	0	5
YJL114W	0	0	0	0	0	0	0	0	5
YJL115W	0	0	0	0	0	0	0	0	5
YJL116C	0	0	0	0	0	0	0	0	5
YJL117W	0	0	0	0	0	0	0	0	5
YJL118W	0	0	0	0	0	0	0	0	5
YJL119C	0	0	0	0	0	0	0	0	5
YJL120W	0	0	0	0	0	0	0	0	5
YJL122W	0	0	0	0	0	0	0	0	5
YJL124C	0	0	0	0	0	0	0	0	5
YJL125C	0	0	0	0	0	0	0	0	5
YJL126W	0	0	0	0	0	0	0	0	5
YJL127C	0	0	0	0	0	0	0	0	5
YJL128C	0	0	0	0	0	0	0	0	5
YJL129C	39	0	0	0	0	0	0	0	5
YJL131C	0	0	0	0	0	0	0	0	5
YJL132W	0	0	0	0	0	0	0	0	5
YJL133W	0	0	0	0	0	56	0	0	5
YJL134W	0	0	135	0	0	0	0	0	5
YJL135W	0	0	0	0	0	0	0	0	5
YJL137C	0	0	0	0	23	0	0	0	5
YJL139C	0	0	0	0	0	0	0	0	5
YJL141C	0	0	0	0	0	0	0	0	5
YJL142C	0	0	0	0	0	0	0	0	5
YJL143W	0	0	0	0	0	0	0	0	5
YJL144W	0	0	0	0	0	0	0	0	5
YJL145W	0	0	0	0	0	0	0	0	5
YJL146W	0	0	0	0	0	0	0	0	5
YJL147C	0	0	0	0	0	0	0	0	5
YJL148W	0	0	0	0	0	0	0	0	5
YJL149W	0	0	0	0	0	0	0	40	5
YJL150W	0	0	0	0	0	0	0	0	5
YJL151C	0	0	0	0	0	0	0	0	5
YJL152W	0	0	0	0	0	0	0	0	5
YJL153C	0	0	0	0	0	0	0	0	5
YJL154C	0	0	0	0	0	0	0	0	5
YJL155C	0	0	0	0	0	0	9	0	5
YJL156C	0	0	0	0	0	0	0	0	5
YJL157C	0	0	0	0	0	0	0	0	5
YJL158C	0	0	0	0	0	0	0	0	5
YJL160C	0	0	0	0	0	0	0	0	5
YJL161W	0	0	0	0	0	0	0	0	5
YJL162C	0	0	0	0	0	0	141	0	5
YJL163C	0	0	0	0	0	0	0	0	5
YJL164C	0	0	0	0	0	0	0	0	5
YJL166W	0	0	0	0	0	0	0	0	5
YJL168C	0	0	0	0	0	0	0	0	5
YJL169W	0	0	0	0	0	0	0	0	5
YJL170C	0	0	0	0	0	0	0	0	5
YJL171C	0	0	0	0	0	0	0	0	5
YJL172W	0	0	0	0	0	0	0	0	5
YJL173C	0	0	0	0	0	0	0	0	5
YJL174W	0	0	0	0	0	0	0	0	5
YJL175W	0	0	0	0	0	0	0	0	5
YJL178C	0	0	0	0	0	0	0	0	5
YJL179W	0	0	0	0	0	0	0	0	5
YJL180C	0	0	0	0	0	0	0	0	5
YJL181W	0	0	0	0	0	0	0	0	5
YJL182C	0	0	0	0	0	0	0	0	5
YJL183W	0	0	0	0	19	0	0	0	5
YJL185C	0	0	0	0	0	0	0	0	5
YJL186W	0	0	0	0	0	0	0	0	5
YJL187C	0	0	0	0	0	0	0	33	5
YJL188C	0	0	0	0	0	0	0	0	5
YJL189W	0	0	0	0	0	0	0	0	5
YJL191W	0	0	0	0	0	0	0	0	5
YJL192C	0	0	0	0	0	0	0	0	5
YJL193W	0	0	0	0	0	0	0	51	5
YJL194W	0	0	0	0	0	36	0	0	5
YJL195C	0	0	0	0	0	0	0	0	5
YJL196C	0	0	0	0	0	0	0	0	5
YJL197W	0	0	0	0	0	0	0	6	5
YJL198W	0	0	0	0	0	0	0	0	5
YJL199C	0	0	0	0	0	0	0	0	5
YJL201W	0	9	0	0	0	0	0	0	5
YJL202C	0	0	0	0	0	0	0	0	5
YJL203W	0	0	0	0	0	0	0	0	5
YJL204C	0	0	0	0	0	0	0	0	5
YJL206C	0	0	0	0	0	0	0	0	5
YJL208C	0	0	0	0	0	0	0	0	5
YJL209W	0	0	0	0	0	0	0	0	5
YJL210W	0	0	0	0	0	0	0	0	5
YJL211C	0	0	0	0	0	0	0	0	5
YJL212C	0	0	0	0	0	0	0	0	5
YJL213W	0	0	0	0	0	0	0	0	5
YJL215C	0	0	0	0	0	0	0	0	5
YJL216C	0	0	0	0	0	0	0	0	5
YJL218W	0	0	0	0	0	0	0	0	5
YJL219W	0	0	0	0	0	0	0	0	5
YJL220W	0	0	0	0	0	0	0	0	5
YJL221C	0	0	0	0	0	0	0	0	5
YJL222W	0	0	0	0	0	0	0	0	5
YJL223C	0	0	0	0	0	0	0	0	5
YJL225C	0	0	0	0	0	0	0	0	5
YJR001W	0	0	0	47	0	0	0	0	5
YJR002W	0	0	0	0	0	0	0	0	5
YJR003C	0	0	0	0	0	0	0	0	5
YJR004C	0	0	0	0	0	0	0	0	5
YJR005W	0	0	0	0	0	0	0	0	5
YJR006W	0	0	0	0	0	0	0	0	5
YJR008W	0	0	0	0	0	0	0	0	5
YJR010C-A	0	0	0	0	0	0	0	0	5
YJR011C	0	0	0	0	0	0	0	0	5
YJR012C	0	0	0	0	0	0	0	0	5
YJR013W	0	0	0	0	0	0	0	0	5
YJR015W	0	0	0	0	0	0	80	0	5
YJR017C	0	0	0	0	0	18	0	0	5
YJR018W	0	0	0	0	0	0	0	0	5
YJR019C	0	0	0	0	0	0	0	0	5
YJR020W	0	0	0	0	0	0	0	0	5
YJR021C	0	0	0	0	0	0	17	0	5
YJR022W	0	0	0	0	0	0	0	0	5
YJR023C	0	0	0	0	0	0	0	0	5
YJR024C	0	0	0	0	0	0	0	0	5
YJR026W	0	0	0	0	0	0	0	0	5
YJR027W	0	0	0	0	0	0	0	0	5
YJR028W	0	0	0	0	0	0	0	0	5
YJR029W	0	0	0	0	0	0	0	0	5
YJR030C	0	0	0	0	0	0	0	0	5
YJR032W	0	0	0	0	0	0	0	0	5
YJR034W	0	0	0	0	0	0	0	0	5
YJR035W	0	0	0	0	0	0	0	0	5
YJR036C	0	0	0	0	0	0	0	0	5
YJR037W	0	0	0	0	0	0	0	0	5
YJR038C	0	0	0	0	0	0	0	0	5
YJR040W	0	0	0	0	0	0	0	0	5
YJR041C	0	0	0	0	0	19	0	0	5
YJR042W	0	0	0	0	0	0	0	0	5
YJR043C	0	0	19	0	0	0	0	0	5
YJR044C	0	0	0	0	0	0	0	0	5
YJR046W	0	0	0	0	0	0	0	0	5
YJR048W	0	0	0	0	0	0	0	0	5
YJR049C	0	0	0	0	0	0	0	0	5
YJR050W	0	0	0	0	0	0	0	0	5
YJR051W	0	0	0	16	0	0	0	0	5
YJR052W	0	0	0	0	0	0	0	0	5
YJR053W	0	0	0	0	0	0	0	0	5
YJR054W	0	0	0	0	0	0	0	0	5
YJR055W	0	0	0	0	0	0	0	0	5
YJR056C	0	0	0	0	0	0	0	0	5
YJR057W	0	0	0	0	0	0	0	0	5
YJR058C	0	0	0	0	0	0	0	0	5
YJR059W	0	0	0	0	0	0	0	0	5
YJR061W	0	0	0	10	0	0	0	0	5
YJR062C	0	0	13	0	0	0	0	0	5
YJR064W	0	0	0	0	0	14	0	0	5
YJR067C	0	0	0	0	0	0	0	0	5
YJR068W	0	0	32	0	0	0	0	0	5
YJR071W	0	0	0	0	0	0	0	0	5
YJR072C	0	0	0	0	0	0	0	0	5
YJR073C	0	0	0	0	0	0	0	0	5
YJR074W	0	0	0	0	0	0	0	0	5
YJR075W	0	0	0	0	0	0	0	0	5
YJR076C	0	0	0	0	0	0	0	0	5
YJR077C	0	0	0	0	0	0	0	0	5
YJR078W	0	0	0	0	0	0	0	0	5
YJR079W	0	0	0	0	0	0	0	0	5
YJR080C	0	0	0	0	0	0	0	0	5
YJR082C	0	0	0	0	0	0	0	0	5
YJR083C	0	0	0	0	0	0	0	0	5
YJR084W	0	0	0	0	0	0	0	0	5
YJR085C	0	0	0	0	0	0	0	0	5
YJR086W	0	0	0	0	0	0	0	0	5
YJR087W	0	0	0	0	0	0	0	0	5
YJR088C	0	0	0	0	0	0	0	0	5
YJR089W	0	11	0	0	0	0	0	0	5
YJR091C	0	0	0	0	0	0	0	0	5
YJR093C	0	0	0	0	0	0	0	0	5
YJR094C	0	0	0	0	0	0	0	0	5
YJR094W-A	46441	25201	51361	48416	17739	10996	23502	12913	2
YJR095W	0	0	0	0	0	0	0	0	5
YJR097W	0	0	0	0	0	0	0	0	5
YJR098C	0	0	0	0	10	0	0	0	5
YJR099W	0	0	0	0	0	0	0	0	5
YJR100C	0	0	0	0	0	0	0	0	5
YJR101W	0	0	0	0	0	0	0	0	5
YJR102C	0	0	0	0	0	0	0	0	5
YJR103W	53	0	0	0	0	0	0	0	5
YJR106W	0	0	0	0	0	0	0	0	5
YJR107W	0	0	0	0	0	0	0	0	5
YJR108W	0	0	0	0	0	0	0	0	5
YJR110W	0	0	0	0	0	0	0	0	5
YJR111C	0	0	0	0	0	0	0	0	5
YJR112W	0	0	0	0	0	0	0	0	5
YJR113C	0	0	0	0	0	0	0	0	5
YJR114W	0	0	0	0	0	0	0	0	5
YJR115W	0	0	0	0	0	0	0	0	5
YJR116W	0	0	0	0	0	0	0	0	5
YJR117W	0	0	0	0	0	0	0	0	5
YJR118C	0	0	0	0	0	0	0	0	5
YJR119C	0	0	0	0	0	0	0	0	5
YJR120W	0	0	0	0	0	0	0	0	5
YJR122W	0	0	0	0	0	0	0	0	5
YJR124C	0	0	0	0	0	0	0	0	5
YJR127C	0	0	0	0	4	0	0	0	5
YJR128W	0	0	0	0	0	0	0	0	5
YJR129C	0	0	0	0	0	0	0	0	5
YJR130C	0	0	0	0	0	0	0	0	5
YJR131W	0	0	0	0	0	0	0	0	5
YJR132W	0	0	0	0	0	0	0	0	5
YJR133W	0	0	0	0	0	0	0	0	5
YJR134C	0	0	0	0	0	0	0	0	5
YJR135C	0	0	0	0	0	0	0	0	5
YJR135W-A	138	259	982	204	179	1270	433	316	5
YJR136C	0	0	0	0	0	0	0	0	5
YJR137C	0	0	0	0	0	0	0	0	5
YJR141W	0	0	0	0	0	0	0	0	5
YJR142W	0	0	0	0	0	35	0	0	5
YJR143C	0	0	0	0	0	0	0	0	5
YJR144W	0	0	0	0	49	0	0	0	5
YJR145C	0	0	0	0	0	0	0	0	5
YJR146W	0	0	0	0	0	0	0	0	5
YJR147W	0	0	0	0	0	0	0	0	5
YJR149W	0	0	0	0	0	0	0	0	5
YJR150C	0	0	0	0	0	0	0	0	5
YJR151C	0	0	0	0	0	0	0	0	5
YJR152W	0	0	0	0	0	0	0	0	5
YJR153W	0	0	0	0	0	0	0	0	5
YJR154W	0	0	0	0	0	0	0	0	5
YJR155W	0	0	0	0	0	0	0	0	5
YJR156C	0	0	0	0	0	0	0	0	5
YJR157W	0	0	0	0	0	0	0	0	5
YJR158W	0	0	0	0	0	0	0	0	5
YJR159W	0	0	0	0	0	0	0	0	5
YJR160C	0	0	0	0	0	0	0	0	5
YJR161C	0	0	0	0	0	0	0	0	5
YJR162C	0	0	0	0	0	0	0	0	5
YKL001C	0	0	0	0	0	0	0	0	5
YKL002W	0	0	0	0	0	0	0	0	5
YKL003C	0	0	0	0	0	0	0	0	5
YKL004W	0	0	0	0	0	0	0	0	5
YKL005C	0	0	0	0	12	0	0	0	5
YKL006C-A	0	0	0	0	0	0	0	0	5
YKL007W	0	0	0	0	0	0	0	0	5
YKL008C	0	0	0	0	0	0	0	0	5
YKL011C	0	0	0	0	0	0	0	0	5
YKL012W	0	0	0	0	0	0	0	0	5
YKL013C	0	0	0	0	0	0	0	0	5
YKL015W	0	0	0	0	0	0	0	0	5
YKL016C	0	0	705	0	0	0	0	0	5
YKL017C	0	0	0	0	0	0	43	0	5
YKL018W	0	0	0	0	0	0	0	0	5
YKL019W	0	0	0	0	0	0	0	0	5
YKL021C	0	0	0	0	0	0	0	0	5
YKL022C	0	0	0	0	0	0	0	44	5
YKL023W	0	0	0	0	0	0	0	0	5
YKL025C	0	0	0	0	0	0	0	0	5
YKL026C	0	0	0	0	0	0	0	0	5
YKL027W	0	0	0	0	0	0	0	0	5
YKL028W	0	0	0	0	0	0	0	0	5
YKL030W	0	0	0	0	0	0	0	0	5
YKL031W	0	0	0	0	0	0	0	0	5
YKL033W	0	0	0	0	10	0	0	0	5
YKL033W-A	136	358	0	112	493	438	0	0	5
YKL034W	0	0	0	0	0	0	0	0	5
YKL036C	0	0	0	0	0	0	0	0	5
YKL037W	0	0	0	0	0	0	0	0	5
YKL038W	0	0	0	0	0	0	0	0	5
YKL039W	0	0	0	0	0	0	0	0	5
YKL041W	0	0	0	0	0	0	0	0	5
YKL042W	0	0	0	0	0	0	0	0	5
YKL043W	0	0	0	0	0	0	0	0	5
YKL044W	0	0	0	0	0	0	0	0	5
YKL045W	0	0	0	0	0	0	0	60	5
YKL046C	0	0	0	0	0	0	0	0	5
YKL047W	0	0	0	0	0	0	0	0	5
YKL048C	0	0	0	0	69	0	0	0	5
YKL049C	0	0	0	0	0	0	0	0	5
YKL050C	0	0	0	0	0	0	0	0	5
YKL051W	0	0	0	0	0	0	0	0	5
YKL052C	0	0	0	0	0	0	0	0	5
YKL053C-A	249	0	0	368	0	0	0	0	5
YKL053W	0	0	0	0	0	0	0	0	5
YKL054C	0	14	0	0	0	0	0	0	5
YKL055C	0	0	0	0	0	0	0	0	5
YKL057C	0	0	0	0	0	0	0	0	5
YKL058W	0	0	0	0	0	0	0	0	5
YKL059C	0	0	0	0	0	0	0	0	5
YKL061W	0	0	0	0	0	0	0	0	5
YKL062W	0	0	0	0	0	0	0	0	5
YKL063C	0	0	0	0	0	0	0	0	5
YKL064W	0	0	0	0	0	0	0	0	5
YKL065C	0	0	0	0	0	0	0	0	5
YKL068W	0	0	0	0	0	0	0	0	5
YKL069W	0	0	0	0	0	0	0	0	5
YKL070W	0	0	0	0	0	0	0	0	5
YKL071W	0	0	0	0	0	0	0	0	5
YKL072W	0	0	0	0	0	0	0	0	5
YKL073W	0	0	0	0	0	0	0	0	5
YKL075C	0	0	0	0	0	0	0	0	5
YKL076C	0	0	0	0	0	0	0	0	5
YKL077W	0	0	0	0	0	0	0	0	5
YKL079W	0	0	0	12	0	0	0	0	5
YKL082C	0	0	0	0	0	0	0	0	5
YKL083W	0	0	0	0	0	0	0	0	5
YKL084W	0	0	84	0	0	0	0	0	5
YKL086W	0	0	0	0	0	0	0	0	5
YKL087C	0	0	0	0	0	0	0	0	5
YKL088W	0	0	0	0	0	0	0	0	5
YKL090W	0	0	0	0	0	0	0	0	5
YKL091C	0	0	0	0	0	0	0	51	5
YKL092C	70	0	0	0	0	0	0	0	5
YKL094W	0	0	0	0	0	0	0	0	5
YKL095W	0	0	0	0	0	0	0	0	5
YKL096W-A	0	7597	30010	30456	92187	231195	264812	338377	6
YKL097C	0	0	0	0	0	0	0	0	5
YKL098W	0	0	0	0	0	0	0	0	5
YKL099C	0	0	0	0	0	0	0	0	5
YKL100C	0	0	0	0	0	0	0	0	5
YKL101W	0	0	0	0	0	0	0	0	5
